id_projeto,nome,descricao,tipo_projeto,uf,situacao,data_de_inicio_prevista,data_de_fim_prevista,fontes_de_recurso,objetivo_do_projeto,funcao_social
58041.53-60,Restaurantes Populares (RP),"Os Restaurantes Populares (RP) são equipamentos que têm como objetivo a produção e a oferta de refeições a preços acessíveis, nutricionalmente adequadas e saudáveis, advindas de processos seguros e sustentáveis, respeitando a cultura alimentar e fomentando a agricultura local ou familiar, com acesso universal. Os restaurantes populares priorizam as populações em situação de insegurança alimentar e nutricional ou em vulnerabilidade social, e devem oferecer um atendimento ampliado por meio de ações de educação alimentar e nutricional, promoção de cultura, formação profissional, geração de renda e discussão de direitos, visando à emancipação do usuário. Esses equipamentos estão localizados em centros urbanos com população superior a 100 mil (cem mil) habitantes, preferencialmente instalados em locais estratégicos,  como próximo a terminais de transporte público e áreas com grande circulação de pessoas, para facilitar o acesso da população.",Assistência Social,DF,Cadastrada,2025-06-01,2027-06-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2500000.0}","Os Restaurantes Populares (RP) são equipamentos que têm como objetivo a produção e a oferta de refeições a preços acessíveis, nutricionalmente adequadas e saudáveis, advindas de processos seguros e sustentáveis, respeitando a cultura alimentar e fomentando a agricultura local ou familiar, com acesso universal. Os restaurantes populares priorizam as populações em situação de insegurança alimentar e nutricional ou em vulnerabilidade social, e devem oferecer um atendimento ampliado por meio de ações de educação alimentar e nutricional, promoção de cultura, formação profissional, geração de renda e discussão de direitos, visando à emancipação do usuário. Esses equipamentos estão localizados em centros urbanos com população superior a 100 mil (cem mil) habitantes, preferencialmente instalados em locais estratégicos,  como próximo a terminais de transporte público e áreas com grande circulação de pessoas, para facilitar o acesso da população.","Os Restaurantes Populares (RP) são equipamentos que têm como objetivo a produção e a oferta de refeições a preços acessíveis, nutricionalmente adequadas e saudáveis, advindas de processos seguros e sustentáveis, respeitando a cultura alimentar e fomentando a agricultura local ou familiar, com acesso universal. Os restaurantes populares priorizam as populações em situação de insegurança alimentar e nutricional ou em vulnerabilidade social, e devem oferecer um atendimento ampliado por meio de ações de educação alimentar e nutricional, promoção de cultura, formação profissional, geração de renda e discussão de direitos, visando à emancipação do usuário. Esses equipamentos estão localizados em centros urbanos com população superior a 100 mil (cem mil) habitantes, preferencialmente instalados em locais estratégicos,  como próximo a terminais de transporte público e áreas com grande circulação de pessoas, para facilitar o acesso da população."
58042.53-16,Cozinhas Comunitárias (CC),"As Cozinhas Comunitárias (CC) São equipamentos públicos de segurança alimentar e nutricional, implementados em parceria com os governos de estado, municípios ou distrital e financiados com recursos públicos. As cozinhas comunitárias têm por objetivo produzir e disponibilizar, de forma gratuita ou a baixo custo, refeições adequadas e saudáveis, prioritariamente para pessoas em situação de vulnerabilidade e risco social e de insegurança alimentar e nutricional indicadas pela assistência social. Elas fornecem no mínimo 100 refeições por dia, de preferência de maneira gratuita, sendo permitida a comercialização por valores acessíveis, devendo funcionar no mínimo durante 5 dias na semana, a fim de garantir que os grupos atendidos possuam alimentação em quantidade e qualidade adequadas.",Assistência Social,DF,Cadastrada,2025-06-01,2027-06-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 250000.0}","As Cozinhas Comunitárias (CC) São equipamentos públicos de segurança alimentar e nutricional, implementados em parceria com os governos de estado, municípios ou distrital e financiados com recursos públicos. As cozinhas comunitárias têm por objetivo produzir e disponibilizar, de forma gratuita ou a baixo custo, refeições adequadas e saudáveis, prioritariamente para pessoas em situação de vulnerabilidade e risco social e de insegurança alimentar e nutricional indicadas pela assistência social. Elas fornecem no mínimo 100 refeições por dia, de preferência de maneira gratuita, sendo permitida a comercialização por valores acessíveis, devendo funcionar no mínimo durante 5 dias na semana, a fim de garantir que os grupos atendidos possuam alimentação em quantidade e qualidade adequadas.","As Cozinhas Comunitárias (CC) São equipamentos públicos de segurança alimentar e nutricional, implementados em parceria com os governos de estado, municípios ou distrital e financiados com recursos públicos. As cozinhas comunitárias têm por objetivo produzir e disponibilizar, de forma gratuita ou a baixo custo, refeições adequadas e saudáveis, prioritariamente para pessoas em situação de vulnerabilidade e risco social e de insegurança alimentar e nutricional indicadas pela assistência social. Elas fornecem no mínimo 100 refeições por dia, de preferência de maneira gratuita, sendo permitida a comercialização por valores acessíveis, devendo funcionar no mínimo durante 5 dias na semana, a fim de garantir que os grupos atendidos possuam alimentação em quantidade e qualidade adequadas."
51495.53-10,"Qualificação viária nos estados do Mato Grosso, Pará e no Distrito Federal  [Sede] em 2025","Efetivar a qualificação viária urbana e rural, promovendo o desenvolvimento regional e melhoria da qualidade de vida da população beneficiada.",Infraestrutura Urbana e Mobilidade,DF,Cadastrada,2025-01-01,2025-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}","Execução de obras de infraestrutura viária (conjunto de vias urbanas e rurais), com vistas à integração e melhoria das condições de logística para escoamento da produção, possibilitando aos produtores o acesso a centros de consumo (pontos de comercialização) de maneira competitiva - o que contribui para o desenvolvimento das atividades econômicas dos municípios - potencializando novos postos de trabalho, gerando renda, melhorando as condições de vida da população e combatendo o êxodo rural.","Incentivar o desenvolvimento regional sustentável por meio da execução de obras de infraestrutura viária, facilitando a mobilidade e o escoamento da produção."
12170.53-19,"Construção e Equipagem da Casa da Mulher Brasileira, tipo III, São Sebastião",Construção e Equipagem da Casa da Mulher Brasileira tipo III na Região Administrativa de São Sebastião-DF.,Assistência Social,DF,Concluída,2020-12-08,2025-04-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2334509.79}",Construção e Equipagem da Casa da Mulher Brasileira tipo III na Região Administrativa de São Sebastião-DF.,"Mulheres em situação de violência doméstica, da RA de São Sebastião. A cidade de São Sebastião do DF, com uma população de 119.293 pessoas, sendo 51,1% de mulheres,(CODEPLAN), está inserida às dez RA's de maior incidência e representam 64% das ocorrências registradas no primeiro semestre de 2019 (dados da SSP-DF). A evolução da rede de atendimento à mulher em situação de violência só pode ser entendida no âmbito de um esforço conjugado de órgãos federais, estaduais e municipais.. A Secretaria da Mulher do DF, nas suas diretrizes gerais visa garantir a ampliação e implementação dos serviços da rede de atendimento às mulheres em situação de violência. A construção da unidade da Casa da Mulher Brasileira em São Sebastião, será o primeiro equipamento de atendimento à Mulher em situação de violência e funcionará como porta de entrada para outros serviços da rede, com o propósito de atuarem de forma articulada e integrada.. Acolher, proteger e acompanhar as mulheres em situação de violência doméstica  familiar, por meio, da integração dos diversos órgãos da rede de enfrentamento à violência, evitando a revitimização, bem como, a rota crítica."
51029.53-02,Construção de Cobertura Metálica nos Centros Olímpicos do Distrito Federal.,Construção de Cobertura Metálica nos Centros Olímpicos do Distrito Federal.,Esporte,DF,Cadastrada,2024-05-03,2025-05-03,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 697182.85}",Construção de Cobertura Metálica nos Centros Olímpicos do Distrito Federal.,"O Público alvo a ser atingido será diretamente jovens, crianças, adultos, idosos e pessoas com deficiência do Distrito Federal.. Através do incentivo a prática esportiva e também à inclusão, visualizamos oportunidade a incentivar a prática de esporte e lazer, promovendo a inclusão social melhorando a qualidade de vida da população local do Distrito Federal.. Espera-se com este pleito assegurar a população em geral, a oferta de estruturas esportivas de qualidade e inclusão de crianças com deficiência, onde a comunidade possa, além de praticar atividade recreativas ter um espaço seguro de convivência, lazer e formação cidadã. Assim, pretendemos desenvolver as potencialidades da população local, trazendo alternativas de entretenimento saudável."
50954.53-97,"Construção do Museu da Imagem e do Som, em Brasília/DF.","Construção do Museu da Imagem e do Som, em Brasília/DF.",Desenvolvimento,DF,Cadastrada,2024-10-01,2032-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 10444377.0}","Construção do Museu da Imagem e do Som, em Brasília/DF.","Turistas locais e internacionais, interessados pela História, Arquitetura, Urbanismo e Beleza da Capital Federal.. A ausência de centro de memórias dedicado à história de Brasília no seu complexo urbanístico representa uma oportunidade valiosa ainda não explorada para a cidade. A criação de um espaço como o Complexo do ArPDF que abriga o Museu da Imagem e do Som contribuiria significativamente para a preservação, conservação e difusão da trajetória de Brasília, desde seu planejamento até sua transformação na capital moderna que atrai turistas e estudiosos. Coordenadas: 15°46'54.6''S 47°55'14.5''W.. Aumento do turismo histórico, cultural, cívico, arquitetônico e urbanístico na Capital Federal, com a criação de espaço destinado ao abrigo da memória e do acervo histórico abrigado. Soma-se a isto uma edificação criada por Oscar Niemeyer, que reúne elementos históricos, arquitetônicos e culturais que tonaram Brasília conhecida por sua arquitetura única e moderna."
58004.53-70,Construção do Centro POP - Centro de Referência Especializado para População em Situação de Rua,Construção do Centro POP - Centro de Referência Especializado para População em Situação de Rua,Assistência Social,DF,Cadastrada,2025-06-01,2027-06-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1134000.0}","Atender e apoiar  pessoas em situação de rua, promovendo a proteção social e a garantia de direitos, bem como o desenvolvimento de projetos de vida e a integração social. ","Oferecer um espaço de referência para o atendimento e apoio a pessoas em situação de rua, promovendo a proteção social e a garantia de direitos, bem como o desenvolvimento de projetos de vida e a integração social. "
71570.53-72,00 00329/2010,EXECUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE APOIO E ASSESSORAMENTO AO DNIT NO GERENCIAMENTO DO PROGRAMA DE OBRAS DE DUPLICAÇÃO E RESTAURAÇÃO DA PISTA EXISTENTE DA RODOVIA BR-101/PE/AL/SE/BA                                                                                                                                                                                                                                                                                                                   ,Rodovia,DF,Concluída,2010-04-15,2013-03-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 75347344.04}",Supervisão de 4781000 km.,"Preservar vidas e promover o desenvolvimento sustentável do país priorizando a segurança, as boas condições de trafegabilidade e a otimização da logística dos transportes, elevando assim o nível de serviço das vias."
8156.53-72,Edifício Sede II da SSP/DF (Áreas Finalísticas),Construção do Edifício que abrigará as áreas finalísticas da Secretaria de Estado de Segurança Pública do Distrito Federal,Segurança Pública,DF,Em execução,2020-12-18,2025-12-18,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 15982953.91}",Construção do Edifício que abrigará as áreas finalísticas da Secretaria de Estado de Segurança Pública do Distrito Federal,"Diretamente o projeto irá beneficiar 269 servidores que terão suas condições laborais melhoradas e indiretamente a população do Distrito Federal, a qual está em torno de 2,9 milhões de pessoas. A SSP  tem sua estrutura finalística dez unidades finalísticas: 1. Conselho Comunitário de Segurança (CONSEG); 2. Subsecretaria de Inteligência (SI); 3. Subsecretaria de Prevenção à Criminalidade (SUPREC); 4. Subsecretaria de Operações Integradas (SOPI); 5. Subsecretaria de Gestão da Informação (SGI); 6. Unidade de Políticas Públicas (UPP); 7. Centro Integrado de Monitoração Eletrônica (CIME); 8. Diretoria de Inteligência Penitenciária (DIP); 9. Conselho Superior de Informações e Operações de Se. 	Com as novas instalações, os relatórios de inteligência serão produzidos com maior celeridade, reduzindo o tempo de produção em 15%. A forma de mensuração será os relatórios de acompanhamentos da própria SI
O CIME será centralizado em uma única unidade, permitindo alcançar aquele que burlou o sistema num prazo mais curto. Espera-se uma redução do tempo em 10%. A forma de mensuração será através de relatórios do próprio CIME. 	Será gerada uma economia da ordem de R$ 2.040.000,00 anuais. A for"
88554.53-27,Reforma COP Santa Maria - DF,Recuperação da infraestrutura Esportiva no Centro Olímpico e Paralímpico de Santa Maria-DF,Esporte,DF,Em execução,2020-12-29,2026-12-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 478000.0}",Recuperação da infraestrutura Esportiva no Centro Olímpico e Paralímpico de Santa Maria-DF,"Será beneficiado, especialmente, o público residente na região administrativa de Santa Maria-DF. A Recuperação da infraestrutura Esportiva no Centro Olímpico e Paralímpico de Santa Maria-DF, tende a suprir a deficiência de espaços esportivos e de lazer nas regiões administrativas. Como resultados esperados com a Recuperação da infraestrutura Esportiva no Centro Olímpico e Paralímpico de Santa Maria , tem-se a criação de novos espaços destinados ao esporte e lazer apropriados ao convívio da comunidade."
59698.53-89,Obra Remanescente Usina Fotovoltaica,"Contratação de empresa especializada em obras técnicas de engenharia para a execução de obra remanescente de instalação
do Sistema de Geração de energia Fotovoltaica no Hospital das Forças Armadas, conectada à rede da NEOENERGIA (ONGRID)",Energia,DF,Cadastrada,2025-06-02,2026-01-02,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 6492295.55}",Geração de energia por meio de usina fotovoltaica,A implantação do sistema fotovoltaico tem por finalidade encontrar alternativas para a implantação de uma matriz energética complementar que possibilite reduzir os custos operacionais com redução da conta de energia elétrica do HOSPITAL DAS FORÇAS ARMADAS e que também promova o uso de energias limpas e renováveis.
1984.52-30,26.782.3006.7R82.0052,adequacao de trecho rodoviario - divisa df/go - divisa go/ba - na br-020/go,Rodovia,DF,Em execução,2018-12-04,2023-04-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 103807823.2}",Garantir dotação orçamentária para os contratos que envolvem 12.00 km desta rúbrica.,"Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias."
47673.53-24,Construção Galpão no Pavilhão de Exposição Agrobrasília,Apoio a execução de obras e serviços de engenharia para o fomento aos setores agropecuário e de agroindústria.,Agricultura e Organização Agrária,DF,Cadastrada,2024-12-31,2027-08-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2868000.0}",Apoio a execução de obras e serviços de engenharia para o fomento aos setores agropecuário e de agroindústria.,"A política pública em questão beneficiará aproximadamente 20 mil famílias de agricultores moradores da comunidade PAD-DF  e, indiretamente, toda a população das Regiões Administrativas que circula na região semanalmente, aproximadamente 05 munícipes.Com a maior circulação de pessoas, empresas e eventos, há uma tendência de aumento nos valores de propriedades rurais e urbanas próximas ao local.. Projetos desse tipo geralmente trazem melhorias em infraestrutura,como estradas,serviços públicos e redes de apoio logístico, beneficiando tanto os produtores locais quanto a comunidade.Os proprietários rurais utilizam atualmente estradas em condições precárias, com buracos, atoleiros, e erosão, devido às frequentes precipitações, afetando negativamente a economia local, afligindo diretamente o escoamento da produção agropecuária e as condições de vida dos agricultores.. Com o aumento de atividades comerciais e logísticas,novos postos de trabalho diretos e indiretos são criados, fortalecendo a economia regional e atraindo mais pessoas para a área.Facilitação no tráfego,no escoamento da produção agrícola; fortalecimento do desenvolvimento econômico das Comunidades e consequentemente de todo Município;Alavancar o agroturismo; contribuir com a fixação das famílias no campo,proporcionando aumento e diversificação da produção agrícola,melhor rentabilidade"
73602.53-70,PAC 2 - CRECHE/PRÉ-ESCOLA 045,PAC 2 - CRECHE/PRÉ-ESCOLA 045 Construção,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-06-27,2014-08-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 045
64565.53-34,CENARGEN - Reforma do Prédio 13 - Prédio de Biotecnologia,Contratação de Empresa Especializada de Arquitetura e Engenharia para execução da Reforma do Prédio 13 - Prédio de Biotecnologia situado na Embrapa Recursos Genéticos e Biotecnologia,Administrativo,DF,Em execução,2025-07-31,2025-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1833733.66}",Contratação de Empresa Especializada de Arquitetura e Engenharia para execução da Reforma do Prédio 13 - Prédio de Biotecnologia situado na Embrapa Recursos Genéticos e Biotecnologia,"Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira."
87956.53-43,Construção de Escola Classe (EC) no Jardim Mangueiral - Distrito Federal - DF,Construção de Escola Classe (EC) no Jardim Mangueiral - Distrito Federal - DF Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2022-10-20,2026-05-12,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola - Projeto Próprio,Construção de Escola Classe (EC) no Jardim Mangueiral - Distrito Federal - DF
8390.53-40,PNCV,"Contratação, por meio de Pregão Eletrônico, de empresa especializada ou consórcio de empresas para execução dos serviços de disponibilização, instalação, operação e manutenção de equipamentos eletrônicos de controle de tráfego nas rodovias federais sob circunscrição do Departamento Nacional de Infraestrutura de Transporte – DNIT.",Rodovia,DF,Em execução,2018-05-17,2024-05-15,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 58029284.06}",Redução dos percentuais de acidentes e do índice de severidade dos mesmos à efetividade do Plano Nacional de Controle Eletrônico de Velocidade – PNCV.,"Fiscalização do excesso de velocidade nas rodovias e o controle de tráfego e com isso, promover a educação no trânsito.
"
58279.53-39,Elevador PCD,"ELEVADOR DE PASSAGEIROS (PCD), DUAS PARADAS, a ser instalado no Edifício Sede do Ministério da Educação, situado na Esplanada dos Ministérios, Bloco L, Brasília - DF. O equipamento deverá atender integralmente às normas de acessibilidade vigentes, incluindo requisitos de segurança, funcionalidade, adequação ao espaço disponível e conformidade com a legislação aplicável, de modo a garantir plena acessibilidade e mobilidade autônoma às Pessoas Com Deficiência – PCD.",Administrativo,DF,Cadastrada,2025-06-01,2025-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 136000.0}","Atender integralmente às normas de acessibilidade vigentes, incluindo requisitos de segurança, funcionalidade, adequação ao espaço disponível e conformidade com a legislação aplicável, de modo a garantir plena acessibilidade e mobilidade autônoma às Pessoas Com Deficiência – PCD",Garantir plena acessibilidade e mobilidade autônoma às Pessoas Com Deficiência – PCD.
7649.53-01, Unidades Móveis Operacionais dotadas de Sistema de Pesagem com Balança Portátil Estática e Balança Móvel Dinâmica e demais Equipamentos e Sistemas Associados - AC/MT E RO - LOTE 02,"Execução de Serviços de Apoio Técnico à Coleta de Dados e Informações de Veículos Pesados que trafegam nas Rodovias Federais administradas pelo DNIT, através da Disponibilização e Manutenção de Unidades Móveis Operacionais dotadas de Sistema de Pesagem com Balança Portátil Estática e Balança Móvel Dinâmica e demais Equipamentos e Sistemas Associados nos Estados do Acre, Mato Grosso e Rondônia, referente ao Lote 02, oriundo do Edital nº 237/2017-00.",Rodovia,DF,Em execução,2018-07-09,2024-07-09,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 50105235.1}",Preservação do pavimento das rodovias e consequente redução no custo de manutenção. ,Preservação do pavimento das rodovias e consequente redução no custo de manutenção. 
57995.53-76,Reforma Centro de Referência Especializado de Assistência Social - CREAS,Reforma Centro de Referência Especializado de Assistência Social - CREAS,Assistência Social,DF,Inativada,2025-06-01,2027-06-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 400000.0}","Atender famílias e indivíduos em situação de risco pessoal e social, vítimas de violações de direitos ou violência","Coordenar e executar serviços de proteção social especializada para famílias e indivíduos em situação de risco pessoal e social, vítimas de violações de direitos ou violência"
8340.53-89,PNCV,"Contratação, por meio de Pregão Eletrônico, de empresa especializada ou consórcio de empresas para execução dos serviços de disponibilização, instalação, operação e manutenção de equipamentos eletrônicos de controle de tráfego nas rodovias federais sob circunscrição do Departamento Nacional de Infraestrutura de Transporte – DNIT.",Rodovia,DF,Em execução,2019-11-08,2024-11-05,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 104133733.23}",Redução dos percentuais de acidentes e do índice de severidade dos mesmos à efetividade do Plano Nacional de Controle Eletrônico de Velocidade – PNCV.,"Fiscalização do excesso de velocidade nas rodovias e o controle de tráfego e com isso, promover a educação no trânsito."
58279.53-39,Elevador PCD,"ELEVADOR DE PASSAGEIROS (PCD), DUAS PARADAS, a ser instalado no Edifício Sede do Ministério da Educação, situado na Esplanada dos Ministérios, Bloco L, Brasília - DF. O equipamento deverá atender integralmente às normas de acessibilidade vigentes, incluindo requisitos de segurança, funcionalidade, adequação ao espaço disponível e conformidade com a legislação aplicável, de modo a garantir plena acessibilidade e mobilidade autônoma às Pessoas Com Deficiência – PCD.",Administrativo,DF,Cadastrada,2025-06-01,2025-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 136000.0}","Atender integralmente às normas de acessibilidade vigentes, incluindo requisitos de segurança, funcionalidade, adequação ao espaço disponível e conformidade com a legislação aplicável, de modo a garantir plena acessibilidade e mobilidade autônoma às Pessoas Com Deficiência – PCD",Garantir plena acessibilidade e mobilidade autônoma às Pessoas Com Deficiência – PCD.
2311.53-81,"Obra de Construção do Novo Canil do Batalhão de Polícia do Exército de Brasília, em Brasília/DF.","Obra de Construção do Novo Canil do Batalhão de Polícia do Exército de Brasília, em Brasília/DF.",Administrativo,DF,Em execução,2020-12-30,2021-06-13,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 296035.97}",Construção de 14 boxes para cães de guerra do Exército Brasileiro.,"O canil do BPEB possui 56 boxes destinados ao alojamento dos seus cães operacionais (30 animais), alojamento para cães do Estágio de Condutor de Cães de Trabalho Policial (15 animais), alojamento de matrizes do Centro de Reprodução e Distribuição de Cães (8 animais), alojamento para filhotes (20 animais/semestre), além de cães hospedados (média de 5 cães/mês).

O estado de ocupação atual não permite a manutenção de nenhum box, haja vista a lotação, o que acelera o estado de degradação das instalações, o risco e a insalubridade para os animais. As novas instalações serão destinadas àqueles animais de maior valor zootécnico do batalhão, darão flexibilidade às atividades da Seção de Cães de Guerra e permitirão realizar a manutenção dos demais boxes existentes.
"
58036.53-74,Bancos de Alimentos (BA),"Os Bancos de Alimentos (BA) são estruturas físicas e/ou logísticas, públicas ou privadas, sem fins lucrativos, que ofertam serviços gratuitos de captação, recepção e distribuição de alimentos provenientes de doações dos setores públicos e/ou privados, com ênfase na gestão sustentável dos alimentos disponíveis, priorizando doações direcionadas ao combate às perdas e ao desperdício de alimentos ao longo da cadeia produtiva.",Assistência Social,DF,Cadastrada,2025-06-01,2027-06-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1000000.0}","Os Bancos de Alimentos (BA) são estruturas físicas e/ou logísticas, públicas ou privadas, sem fins lucrativos, que ofertam serviços gratuitos de captação, recepção e distribuição de alimentos provenientes de doações dos setores públicos e/ou privados, com ênfase na gestão sustentável dos alimentos disponíveis, priorizando doações direcionadas ao combate às perdas e ao desperdício de alimentos ao longo da cadeia produtiva.","Os Bancos de Alimentos (BA) são estruturas físicas e/ou logísticas, públicas ou privadas, sem fins lucrativos, que ofertam serviços gratuitos de captação, recepção e distribuição de alimentos provenientes de doações dos setores públicos e/ou privados, com ênfase na gestão sustentável dos alimentos disponíveis, priorizando doações direcionadas ao combate às perdas e ao desperdício de alimentos ao longo da cadeia produtiva."
58040.53-03,Restaurantes Populares (RP),"Os Restaurantes Populares (RP) são equipamentos que têm como objetivo a produção e a oferta de refeições a preços acessíveis, nutricionalmente adequadas e saudáveis, advindas de processos seguros e sustentáveis, respeitando a cultura alimentar e fomentando a agricultura local ou familiar, com acesso universal. Os restaurantes populares priorizam as populações em situação de insegurança alimentar e nutricional ou em vulnerabilidade social, e devem oferecer um atendimento ampliado por meio de ações de educação alimentar e nutricional, promoção de cultura, formação profissional, geração de renda e discussão de direitos, visando à emancipação do usuário. Esses equipamentos estão localizados em centros urbanos com população superior a 100 mil (cem mil) habitantes, preferencialmente instalados em locais estratégicos,  como próximo a terminais de transporte público e áreas com grande circulação de pessoas, para facilitar o acesso da população.",Assistência Social,DF,Cadastrada,2025-06-01,2027-06-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 750000.0}","Os Restaurantes Populares (RP) são equipamentos que têm como objetivo a produção e a oferta de refeições a preços acessíveis, nutricionalmente adequadas e saudáveis, advindas de processos seguros e sustentáveis, respeitando a cultura alimentar e fomentando a agricultura local ou familiar, com acesso universal. Os restaurantes populares priorizam as populações em situação de insegurança alimentar e nutricional ou em vulnerabilidade social, e devem oferecer um atendimento ampliado por meio de ações de educação alimentar e nutricional, promoção de cultura, formação profissional, geração de renda e discussão de direitos, visando à emancipação do usuário. Esses equipamentos estão localizados em centros urbanos com população superior a 100 mil (cem mil) habitantes, preferencialmente instalados em locais estratégicos,  como próximo a terminais de transporte público e áreas com grande circulação de pessoas, para facilitar o acesso da população.","Os Restaurantes Populares (RP) são equipamentos que têm como objetivo a produção e a oferta de refeições a preços acessíveis, nutricionalmente adequadas e saudáveis, advindas de processos seguros e sustentáveis, respeitando a cultura alimentar e fomentando a agricultura local ou familiar, com acesso universal. Os restaurantes populares priorizam as populações em situação de insegurança alimentar e nutricional ou em vulnerabilidade social, e devem oferecer um atendimento ampliado por meio de ações de educação alimentar e nutricional, promoção de cultura, formação profissional, geração de renda e discussão de direitos, visando à emancipação do usuário. Esses equipamentos estão localizados em centros urbanos com população superior a 100 mil (cem mil) habitantes, preferencialmente instalados em locais estratégicos,  como próximo a terminais de transporte público e áreas com grande circulação de pessoas, para facilitar o acesso da população."
89775.53-33,"conclusão dos serviços remanescentes do Auditório, e construção de duas rampas para atender a acessibilidade dos blocos administrativo e pedagógico do Campus Planaltina."," Contratação de empresa especializada para execução de obra de engenharia para conclusão dos serviços
remanescentes do Auditório, e construção de duas rampas para atender a acessibilidade dos blocos administrativo e
pedagógico do Gampus Planaltina.",Educação,DF,Cadastrada,2017-01-09,2019-06-05,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1051500.0}","Aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita construção de espaços acessíveis e equipados para ser usados pela comunidade acadêmica.","Atender a comunidade acadêmica do Campus Planaltina com ampliação dos espaços para realização de eventos e apresentações, além de torna o campus mais acessível e eliminar os obstáculos arquitetônicos para que todos os alunos possam acessar qualquer local do qualquer para realização de suas atividades pedagógicas. "
50027.53-00,SETOR DE SUBSISTÊNCIA DO GAP-DF (RANCHO SUL),REFORMA DO SETOR DE SUBSISTÊNCIA DO GAP-DF (RANCHO SUL),Segurança Pública,DF,Em execução,2025-05-09,2026-11-11,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 12872579.38}",Melhorar as instalações do setor de subsistência do GAP-DF ( RANCHO SUL).,O SETOR DE SUBSISTÊNCIA É RESPONSÁVEL PELA ALIMENTAÇÃO DOS MILITARES E CIVIS ALOCADOS NA GUARNAE DO LAGO SUL.
58004.53-70,Construção do Centro POP - Centro de Referência Especializado para População em Situação de Rua,Construção do Centro POP - Centro de Referência Especializado para População em Situação de Rua,Assistência Social,DF,Cadastrada,2025-06-01,2027-06-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1134000.0}","Atender e apoiar  pessoas em situação de rua, promovendo a proteção social e a garantia de direitos, bem como o desenvolvimento de projetos de vida e a integração social. ","Oferecer um espaço de referência para o atendimento e apoio a pessoas em situação de rua, promovendo a proteção social e a garantia de direitos, bem como o desenvolvimento de projetos de vida e a integração social. "
42568.53-55,CENARGEN - Reforma do Prédio 6.,Contratação de Empresa Especializada em Engenharia para execução de Reforma do Prédio 6 das câmaras frias situadas na Embrapa Recursos Genéticos e Biotecnologia.,Administrativo,DF,Concluída,2024-09-10,2024-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 160000.0}",Contratação de Empresa Especializada em Engenharia para execução de Reforma do Prédio 6 das câmaras frias situadas na Embrapa Recursos Genéticos e Biotecnologia.,"Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira."
